,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,air_quality_index,pollution_level,weekday,season
30662,30663,2016,8,29,14,9,9,2,14,100,127,30.9,1007.8,8,0,S,1,Aotizhongxin,39.75,Good,Weekday,Summer
30663,30664,2016,8,29,15,4,11,2,18,100,136,31.3,1007.3,8.9,0,SE,1,Aotizhongxin,42.25,Good,Weekday,Summer
30664,30665,2016,8,29,16,15,18,2,24,100,130,30.1,1006.8,9.6,0,SE,1,Aotizhongxin,46.75,Good,Weekday,Summer
30665,30666,2016,8,29,17,22,22,2,29,100,131,29.9,1006.9,9.4,0,SE,1,Aotizhongxin,51,Moderate,Weekday,Summer
30666,30667,2016,8,29,18,14,25,2,41,200,119,29.2,1006.7,8.8,0,SE,1,Aotizhongxin,49.75,Good,Weekday,Summer
30667,30668,2016,8,29,19,21,34,2,41,200,120,28.2,1006.7,9.9,0,S,1,Aotizhongxin,54,Moderate,Weekday,Summer
30668,30669,2016,8,29,20,17,42,2,44,300,104,27.1,1007,10.7,0,SW,1,Aotizhongxin,51.75,Moderate,Weekday,Summer
30669,30670,2016,8,29,21,26,49,3,53,500,86,25.3,1007.2,12.5,0,SW,0,Aotizhongxin,53.5,Moderate,Weekday,Summer
30670,30671,2016,8,29,22,20,54,2,65,600,64,24.1,1007.1,13.6,0,SW,0,Aotizhongxin,50.75,Moderate,Weekday,Summer
30671,30672,2016,8,29,23,27,44,3,59,500,68,23.2,1006.9,14.2,0,SW,0,Aotizhongxin,49.5,Good,Weekday,Summer
30672,30673,2016,8,30,0,29,70,2,81,600,32,22.4,1006.7,15,0,SW,0,Aotizhongxin,53,Moderate,Weekday,Summer
30673,30674,2016,8,30,1,44,114,2,116,800,2,21.3,1006.2,15.2,0,SW,0,Aotizhongxin,69,Moderate,Weekday,Summer
30674,30675,2016,8,30,2,47,98,2,59,700,2,21.4,1005.9,15.5,0,NE,1,Aotizhongxin,51.5,Moderate,Weekday,Summer
30675,30676,2016,8,30,3,43,83,2,93,700,2,21.2,1005.5,16.2,0,NE,1,Aotizhongxin,55.25,Moderate,Weekday,Summer
30676,30677,2016,8,30,4,25,31,2,63,400,42,20,1005.2,16.2,0,NE,0,Aotizhongxin,40.25,Good,Weekday,Summer
30677,30678,2016,8,30,5,23,29,2,64,400,15,20,1005.2,16.6,0,NE,0,Aotizhongxin,32.75,Good,Weekday,Summer
30678,30679,2016,8,30,6,22,29,2,58,400,23,20.4,1005.3,15.2,0,NE,1,Aotizhongxin,33,Good,Weekday,Summer
30679,30680,2016,8,30,7,19,22,2,48,500,33,22.2,1005.1,14.6,0,NE,1,Aotizhongxin,30.5,Good,Weekday,Summer
30680,30681,2016,8,30,8,18,31,2,44,500,48,23.3,1004.9,14.6,0,NE,1,Aotizhongxin,35.25,Good,Weekday,Summer
30681,30682,2016,8,30,9,21,46,2,44,500,59,25.4,1004.7,14.5,0,NE,1,Aotizhongxin,42.5,Good,Weekday,Summer
30682,30683,2016,8,30,10,28,32,2,35,500,106,27,1004.3,14.4,0,N,1,Aotizhongxin,50.25,Moderate,Weekday,Summer
30683,30684,2016,8,30,11,42,47,2,33,500,140,28.5,1003.3,13.6,0,NW,1,Aotizhongxin,65.5,Moderate,Weekday,Summer
30684,30685,2016,8,30,12,32,32,2,27,500,181,29.9,1002.3,12.8,0,NE,2,Aotizhongxin,68,Moderate,Weekday,Summer
30685,30686,2016,8,30,13,15,29,2,29,500,200,31,1001.1,13.3,0,S,1,Aotizhongxin,68.25,Moderate,Weekday,Summer
30686,30687,2016,8,30,14,24,37,3,30,400,217,31.8,999.8,13.1,0,NE,1,Aotizhongxin,77,Moderate,Weekday,Summer
30687,30688,2016,8,30,15,30,30,3,28,400,214,32.9,998.9,13.5,0,SW,1,Aotizhongxin,75.5,Moderate,Weekday,Summer
30688,30689,2016,8,30,16,31,48,4,32,700,226,32.4,998.3,11.5,0,SW,1,Aotizhongxin,84.25,Moderate,Weekday,Summer
30689,30690,2016,8,30,17,34,60,4,43,800,239,32.2,997.7,14.3,0,SW,1,Aotizhongxin,94,Moderate,Weekday,Summer
30690,30691,2016,8,30,18,31,31,2,51,700,165,30.8,997.3,13.1,0,SW,2,Aotizhongxin,69.5,Moderate,Weekday,Summer
30691,30692,2016,8,30,19,32,92,2,56,800,181,29.1,997.4,13.7,0,SW,2,Aotizhongxin,90.25,Moderate,Weekday,Summer
30692,30693,2016,8,30,20,35,89,2,57,1000,168,28.1,997.6,15.7,0,SW,2,Aotizhongxin,87.25,Moderate,Weekday,Summer
30693,30694,2016,8,30,21,38,58,3,49,1000,166,27.8,997.3,15.1,0,SW,2,Aotizhongxin,77.75,Moderate,Weekday,Summer
30694,30695,2016,8,30,22,40,82,2,48,1000,157,26.8,997,16.1,0,W,1,Aotizhongxin,81.75,Moderate,Weekday,Summer
30695,30696,2016,8,30,23,45,51,2,74,1000,73,24.7,996.8,16.7,0,NE,1,Aotizhongxin,60.75,Moderate,Weekday,Summer
30696,30697,2016,8,31,0,36,49,2,77,900,42,23.1,996.6,16.6,0,NE,1,Aotizhongxin,51,Moderate,Weekday,Summer
30697,30698,2016,8,31,1,37,76,2,104,1000,7,22.5,996.3,16.8,0,NE,1,Aotizhongxin,56,Moderate,Weekday,Summer
30698,30699,2016,8,31,2,43,64,2,108,1100,2,21.5,995.9,16.5,0,NE,1,Aotizhongxin,54.25,Moderate,Weekday,Summer
30699,30700,2016,8,31,3,39,43,2,78,900,28,19.4,995.5,16.4,0,NE,1,Aotizhongxin,47,Good,Weekday,Summer
30700,30701,2016,8,31,4,33,33,2,87,900,15,19.4,995.4,16.1,0,NE,1,Aotizhongxin,42,Good,Weekday,Summer
30701,30702,2016,8,31,5,24,24,2,91,900,2,18.8,995.1,16,0,NW,0,Aotizhongxin,35.25,Good,Weekday,Summer
30702,30703,2016,8,31,6,21,21,2,82,800,2,17.7,995.3,15.7,0,E,1,Aotizhongxin,31.5,Good,Weekday,Summer
30703,30704,2016,8,31,7,18,22,3,72,900,7,21.9,995.3,15.3,0,NE,1,Aotizhongxin,29.75,Good,Weekday,Summer
30704,30705,2016,8,31,8,15,26,6,57,900,25,26.6,994.9,9.4,0,NW,1,Aotizhongxin,30.75,Good,Weekday,Summer
30705,30706,2016,8,31,9,16,34,6,39,900,51,28.6,994.5,9.3,0,N,2,Aotizhongxin,35,Good,Weekday,Summer
30706,30707,2016,8,31,10,12,17,5,25,700,76,30,993.9,6.6,0,NW,4,Aotizhongxin,32.5,Good,Weekday,Summer
30707,30708,2016,8,31,11,58,87,9,59,900,42,31.1,993.1,6.2,0,NW,3,Aotizhongxin,61.5,Moderate,Weekday,Summer
30708,30709,2016,8,31,12,11,15,2,13,500,100,32.1,992,6.3,0,NW,3,Aotizhongxin,34.75,Good,Weekday,Summer
30709,30710,2016,8,31,13,22,25,2,13,500,108,33.2,991.1,5.7,0,NW,4,Aotizhongxin,42,Good,Weekday,Summer
30710,30711,2016,8,31,14,14,17,2,14,500,108,33.8,990.4,2.6,0,NW,5,Aotizhongxin,38.25,Good,Weekday,Summer
30711,30712,2016,8,31,15,3,6,2,13,400,98,34.1,989.9,1.8,0,N,4,Aotizhongxin,30,Good,Weekday,Summer
30712,30713,2016,8,31,16,14,14,2,16,400,94,33.8,989.7,0.4,0,N,4,Aotizhongxin,34.5,Good,Weekday,Summer
30713,30714,2016,8,31,17,13,13,2,19,400,91,32.9,989.8,-0.3,0,NW,3,Aotizhongxin,34,Good,Weekday,Summer
30714,30715,2016,8,31,18,3,12,2,26,400,83,31.9,990,-3.5,0,N,3,Aotizhongxin,31,Good,Weekday,Summer
30715,30716,2016,8,31,19,3,9,2,31,500,73,30.6,990.4,-4.5,0,N,3,Aotizhongxin,29,Good,Weekday,Summer
30716,30717,2016,8,31,20,5,20,2,26,500,78,29.8,991.4,-5.1,0,N,5,Aotizhongxin,32.25,Good,Weekday,Summer
30717,30718,2016,8,31,21,10,35,2,18,400,83,29.2,991.7,-4.3,0,NW,3,Aotizhongxin,36.5,Good,Weekday,Summer
30718,30719,2016,8,31,22,9,21,2,32,500,62,28.6,991.3,-3.6,0,NW,2,Aotizhongxin,31,Good,Weekday,Summer
30719,30720,2016,8,31,23,6,18,2,48,500,44,27.7,991.2,-2.2,0,NW,1,Aotizhongxin,29,Good,Weekday,Summer
30720,30721,2016,9,1,0,7,25,2,69,500,21,26.9,991.2,-1.1,0,NW,1,Aotizhongxin,30.5,Good,Weekday,Fall
30721,30722,2016,9,1,1,8,19,2,63,500,19,26.6,991.1,-2.2,0,NW,2,Aotizhongxin,27.25,Good,Weekday,Fall
30722,30723,2016,9,1,2,7,18,4,59,500,9,26.5,990.6,-1.4,0,NW,2,Aotizhongxin,23.25,Good,Weekday,Fall
30723,30724,2016,9,1,3,3,14,4,54,200,21,25.8,990.2,-1.1,0,NW,2,Aotizhongxin,23,Good,Weekday,Fall
30724,30725,2016,9,1,4,3,13,5,62,200,42,25.7,990.1,-2,0,NW,2,Aotizhongxin,30,Good,Weekday,Fall
30725,30726,2016,9,1,5,5,22,3,46,200,23,25.9,990.1,-1,0,NW,2,Aotizhongxin,24,Good,Weekday,Fall
30726,30727,2016,9,1,6,3,8,4,37,200,34,25.6,990.6,-1.3,0,NW,2,Aotizhongxin,20.5,Good,Weekday,Fall
30727,30728,2016,9,1,7,5,35,4,36,300,36,26.1,991.2,0.7,0,NW,2,Aotizhongxin,28,Good,Weekday,Fall
30728,30729,2016,9,1,8,13,30,2,27,200,52,24.8,991.8,5,0,NE,1,Aotizhongxin,30.5,Good,Weekday,Fall
30729,30730,2016,9,1,9,3,40,2,13,200,76,25.6,992.1,4.1,0,NE,4,Aotizhongxin,33,Good,Weekday,Fall
30730,30731,2016,9,1,10,6,70,2,6,200,95,25.3,992.6,6,0,NW,4,Aotizhongxin,44.25,Good,Weekday,Fall
30731,30732,2016,9,1,11,5,37,2,6,200,90,24.5,992.6,7.6,0,N,4,Aotizhongxin,34.5,Good,Weekday,Fall
30732,30733,2016,9,1,12,6,19,2,7,200,89,24.9,992.3,8.4,0,NE,3,Aotizhongxin,30.25,Good,Weekday,Fall
30733,30734,2016,9,1,13,6,17,2,8,200,87,25.5,992.1,9.3,0,NE,3,Aotizhongxin,29.5,Good,Weekday,Fall
30734,30735,2016,9,1,14,3,22,2,8,200,86,25.9,992,9.7,0,E,2,Aotizhongxin,29.75,Good,Weekday,Fall
30735,30736,2016,9,1,15,7,20,2,15,200,73,25.2,992.3,10.3,0,E,2,Aotizhongxin,28.75,Good,Weekday,Fall
30736,30737,2016,9,1,16,4,28,2,23,300,60,25,992.8,10.5,0,SE,2,Aotizhongxin,28.75,Good,Weekday,Fall
30737,30738,2016,9,1,17,3,29,2,22,300,58,24.7,993.7,10.6,0,NE,1,Aotizhongxin,28,Good,Weekday,Fall
30738,30739,2016,9,1,18,5,22,2,29,300,49,25,994.2,10.1,0,SW,0,Aotizhongxin,26.25,Good,Weekday,Fall
30739,30740,2016,9,1,19,11,20,2,29,400,44,25.1,994.5,10.2,0,NW,1,Aotizhongxin,26,Good,Weekday,Fall
30740,30741,2016,9,1,20,11,21,2,22,300,41,25.5,995.2,9.7,0,NE,2,Aotizhongxin,23.75,Good,Weekday,Fall
30741,30742,2016,9,1,21,5,10,2,10,300,50,24,995.3,11,0,NE,1,Aotizhongxin,18.75,Good,Weekday,Fall
30742,30743,2016,9,1,22,8,13,2,17,300,40,22.5,995.5,12.7,0,NE,1,Aotizhongxin,19.5,Good,Weekday,Fall
30743,30744,2016,9,1,23,11,33,2,39,300,6,22.4,995.8,12.6,0,SE,0,Aotizhongxin,22.25,Good,Weekday,Fall
30744,30745,2016,9,2,0,9,26,2,37,300,5,21.5,996.1,12.9,0,E,1,Aotizhongxin,19.25,Good,Weekday,Fall
30745,30746,2016,9,2,1,12,28,2,41,400,2,20.4,996.1,13.1,0,NE,1,Aotizhongxin,20.75,Good,Weekday,Fall
30746,30747,2016,9,2,2,9,32,2,42,400,2,20.3,996.4,14,0,NE,0,Aotizhongxin,21.25,Good,Weekday,Fall
30747,30748,2016,9,2,3,13,35,2,38,400,2,20.4,996.8,14.5,0,E,1,Aotizhongxin,22,Good,Weekday,Fall
30748,30749,2016,9,2,4,15,31,2,37,400,2,20,997,15,0,NE,1,Aotizhongxin,21.25,Good,Weekday,Fall
30749,30750,2016,9,2,5,14,28,2,36,400,2,21.05714286,997,13.3,0,NE,0,Aotizhongxin,20,Good,Weekday,Fall
30750,30751,2016,9,2,6,18,34,2,34,400,2,21.3,998,13.9,0,NE,0,Aotizhongxin,22,Good,Weekday,Fall
30751,30752,2016,9,2,7,12,27,2,29,500,2,21.2,997.7,15.1,0,E,0,Aotizhongxin,17.5,Good,Weekday,Fall
30752,30753,2016,9,2,8,14,28,2,25,500,4,23,998.1,13.7,0,NE,1,Aotizhongxin,17.75,Good,Weekday,Fall
30753,30754,2016,9,2,9,13,33,2,26,500,13,24.6,998,13.2,0,NE,2,Aotizhongxin,21.25,Good,Weekday,Fall
30754,30755,2016,9,2,10,17,27,2,28,500,19,25.3,998.2,13.5,0,E,1,Aotizhongxin,22.75,Good,Weekday,Fall
30755,30756,2016,9,2,11,19,19,2,17,400,40,27.1,998.3,13.4,0,E,1,Aotizhongxin,23.75,Good,Weekday,Fall
30756,30757,2016,9,2,12,16,16,2,10,400,61,28.6,998.1,12.1,0,N,2,Aotizhongxin,25.75,Good,Weekday,Fall
30757,30758,2016,9,2,13,8,20,2,9,300,76,28.3,998.1,12.6,0,NE,2,Aotizhongxin,28.25,Good,Weekday,Fall
30758,30759,2016,9,2,14,12,15,2,9,300,83,28.3,998,13,0,NE,2,Aotizhongxin,29.75,Good,Weekday,Fall
30759,30760,2016,9,2,15,11,11,2,10,400,86,28.1,998,13.6,0,NE,1,Aotizhongxin,29.5,Good,Weekday,Fall
30760,30761,2016,9,2,16,7,9,3,8,400,87,27.9,998.3,13.8,0,NE,1,Aotizhongxin,27.75,Good,Weekday,Fall
30761,30762,2016,9,2,17,14,39,2,11,400,75,27.2,998.7,14.2,0,NE,1,Aotizhongxin,34.75,Good,Weekday,Fall
30762,30763,2016,9,2,18,12,24,2,11,400,55,26.9,999.3,14.6,0,NE,1,Aotizhongxin,25.5,Good,Weekday,Fall
30763,30764,2016,9,2,19,3,21,2,17,300,30,24.9,999.9,15.2,0,NE,2,Aotizhongxin,17.75,Good,Weekday,Fall
30764,30765,2016,9,2,20,5,35,2,28,400,9,23.6,1000.7,15.9,0,NE,1,Aotizhongxin,19.25,Good,Weekday,Fall
30765,30766,2016,9,2,21,8,21,2,31,400,5,22.7,1001.2,16.5,0,E,1,Aotizhongxin,16.25,Good,Weekday,Fall
30766,30767,2016,9,2,22,11,32,2,34,400,2,22.2,1001.5,16.5,0,E,1,Aotizhongxin,19.75,Good,Weekday,Fall
30767,30768,2016,9,2,23,12,27,2,32,500,2,21.3,1001.8,16.7,0,SE,0,Aotizhongxin,18.25,Good,Weekday,Fall
30768,30769,2016,9,3,0,7,15,2,26,400,7,21.4,1002.1,16.8,0,NE,0,Aotizhongxin,13.75,Good,Weekday,Fall
30769,30770,2016,9,3,1,10,14,2,31,400,2,21.1,1002.3,16.7,0,NE,1,Aotizhongxin,14.25,Good,Weekday,Fall
30770,30771,2016,9,3,2,9,17,2,59,400,2,21,1002.4,16.8,0,SW,0,Aotizhongxin,21.75,Good,Weekday,Fall
30771,30772,2016,9,3,3,12,17,2,38,300,2,21.4,1002.2,16.4,0,NE,1,Aotizhongxin,17.25,Good,Weekday,Fall
30772,30773,2016,9,3,4,7,7,2,23,200,42,20.9,1002.3,16.9,0,NE,1,Aotizhongxin,19.75,Good,Weekday,Fall
30773,30774,2016,9,3,5,8,18,2,31,200,2,20.9,1002.8,17.1,0,W,0,Aotizhongxin,14.75,Good,Weekday,Fall
30774,30775,2016,9,3,6,13,26,2,36,300,2,19.1,1003.2,17.2,0,NE,1,Aotizhongxin,19.25,Good,Weekday,Fall
30775,30776,2016,9,3,7,13,33,2,34,400,2,21.7,1003.8,17.7,0,NE,1,Aotizhongxin,20.5,Good,Weekday,Fall
30776,30777,2016,9,3,8,12,22,2,27,300,5,23.7,1003.9,17.2,0,N,1,Aotizhongxin,16.5,Good,Weekday,Fall
30777,30778,2016,9,3,9,14,14,2,28,300,15,25.5,1004,17.2,0,NE,1,Aotizhongxin,17.75,Good,Weekday,Fall
30778,30779,2016,9,3,10,13,18,3,27,300,25,26.7,1003.9,16.6,0,NE,1,Aotizhongxin,20.75,Good,Weekday,Fall
30779,30780,2016,9,3,11,15,15,4,19,300,44,27.8,1003.6,16.1,0,E,1,Aotizhongxin,23.25,Good,Weekday,Fall
30780,30781,2016,9,3,12,10,10,3,27,300,55,29,1003.3,15.5,0,SE,1,Aotizhongxin,25.5,Good,Weekday,Fall
30781,30782,2016,9,3,13,16,16,3,25,400,75,30.4,1002.9,14.9,0,SW,1,Aotizhongxin,33,Good,Weekday,Fall
30782,30783,2016,9,3,14,13,16,3,27,300,105,31.1,1002.4,15.1,0,NW,1,Aotizhongxin,40.25,Good,Weekday,Fall
30783,30784,2016,9,3,15,21,31,3,30,400,132,31,1001.9,15.8,0,SW,2,Aotizhongxin,53.5,Moderate,Weekday,Fall
30784,30785,2016,9,3,16,27,45,2,29,300,167,31,1001.7,15.8,0,SW,1,Aotizhongxin,67,Moderate,Weekday,Fall
30785,30786,2016,9,3,17,31,57,3,25,300,207,30.4,1001.7,16,0,SE,2,Aotizhongxin,80,Moderate,Weekday,Fall
30786,30787,2016,9,3,18,27,45,2,24,300,188,29.5,1002.2,16.3,0,S,2,Aotizhongxin,71,Moderate,Weekday,Fall
30787,30788,2016,9,3,19,26,48,2,26,400,164,28.6,1002.6,15.8,0,S,1,Aotizhongxin,66,Moderate,Weekday,Fall
30788,30789,2016,9,3,20,28,60,2,27,400,150,28,1003.5,16.3,0,SW,1,Aotizhongxin,66.25,Moderate,Weekday,Fall
30789,30790,2016,9,3,21,32,57,3,35,500,135,27.7,1004,16.3,0,S,1,Aotizhongxin,64.75,Moderate,Weekday,Fall
30790,30791,2016,9,3,22,39,61,4,41,600,119,27,1004.3,16.6,0,SW,1,Aotizhongxin,65,Moderate,Weekday,Fall
30791,30792,2016,9,3,23,40,58,4,49,600,106,26.2,1004.5,16.7,0,SE,1,Aotizhongxin,63.25,Moderate,Weekday,Fall
30792,30793,2016,9,4,0,44,66,5,49,700,105,25,1004.6,17.2,0,SE,1,Aotizhongxin,66,Moderate,Weekday,Fall
30793,30794,2016,9,4,1,49,75,6,54,700,92,23.8,1005.1,17.3,0,E,0,Aotizhongxin,67.5,Moderate,Weekday,Fall
30794,30795,2016,9,4,2,54,88,4,92,800,46,23.4,1005.2,18.3,0,SE,1,Aotizhongxin,70,Moderate,Weekday,Fall
30795,30796,2016,9,4,3,56,91,3,99,800,23,23.6,1005.6,18.3,0,SE,1,Aotizhongxin,67.25,Moderate,Weekday,Fall
30796,30797,2016,9,4,4,64,84,3,72,700,36,22.8,1005.4,18.8,0,SE,1,Aotizhongxin,64,Moderate,Weekday,Fall
30797,30798,2016,9,4,5,74,105,3,87,1000,12,22.9,1005.6,19.1,0,SE,1,Aotizhongxin,69.5,Moderate,Weekday,Fall
30798,30799,2016,9,4,6,106,112,3,72,1300,7,22.3,1005.5,19.7,0,NE,1,Aotizhongxin,74.25,Moderate,Weekday,Fall
30799,30800,2016,9,4,7,117,117,4,61,1400,9,22.3,1006.3,19.8,0,E,1,Aotizhongxin,76,Moderate,Weekday,Fall
30800,30801,2016,9,4,8,130,130,4,60,1500,12,23.3,1006.3,19.9,0,E,1,Aotizhongxin,83,Moderate,Weekday,Fall
30801,30802,2016,9,4,9,134,134,5,56,1600,31,24.9,1006.6,20.2,0,NE,1,Aotizhongxin,88.75,Moderate,Weekday,Fall
30802,30803,2016,9,4,10,143,143,6,59,1600,51,26.2,1006.6,19.8,0,SE,1,Aotizhongxin,99,Moderate,Weekday,Fall
30803,30804,2016,9,4,11,148,148,6,58,1900,69,28.4,1006.3,18.5,0,SE,1,Aotizhongxin,105.75,Unhealthy,Weekday,Fall
30804,30805,2016,9,4,12,146,146,8,54,1900,106,29.3,1005.9,18.4,0,S,1,Aotizhongxin,113,Unhealthy,Weekday,Fall
30805,30806,2016,9,4,13,122,122,9,47,1500,147,30.1,1005.2,18.8,0,S,1,Aotizhongxin,109.5,Unhealthy,Weekday,Fall
30806,30807,2016,9,4,14,84,84,6,30,900,184,30.4,1004.5,17.5,0,S,2,Aotizhongxin,95.5,Moderate,Weekday,Fall
30807,30808,2016,9,4,15,57,57,6,17,600,202,29.5,1003.8,17.7,0,SW,2,Aotizhongxin,83.25,Moderate,Weekday,Fall
30808,30809,2016,9,4,16,57,57,5,20,600,195,29.4,1004.5,17.2,0,SW,2,Aotizhongxin,82.25,Moderate,Weekday,Fall
30809,30810,2016,9,4,17,35,35,4,17,400,169,29.4,1004.4,16.2,0,SW,2,Aotizhongxin,64,Moderate,Weekday,Fall
30810,30811,2016,9,4,18,28,28,3,22,400,162,28.7,1003.8,16.3,0,S,1,Aotizhongxin,60,Moderate,Weekday,Fall
30811,30812,2016,9,4,19,32,38,3,24,500,155,28.3,1004.2,16.2,0,S,1,Aotizhongxin,62.25,Moderate,Weekday,Fall
30812,30813,2016,9,4,20,36,52,3,30,500,146,27.3,1005.4,17.8,0,S,1,Aotizhongxin,66,Moderate,Weekday,Fall
30813,30814,2016,9,4,21,44,72,3,48,700,117,27.1,1005.7,17.6,0,SW,1,Aotizhongxin,70.25,Moderate,Weekday,Fall
30814,30815,2016,9,4,22,108,168,2,73,1200,71,25.3,1006.5,19,0,NE,2,Aotizhongxin,105,Unhealthy,Weekday,Fall
30815,30816,2016,9,4,23,48,48,2,27,500,108,22.5,1006.9,16.8,0,NE,3,Aotizhongxin,57.75,Moderate,Weekday,Fall
30816,30817,2016,9,5,0,28,28,2,29,400,99,21.3,1007.2,16.9,0,E,1,Aotizhongxin,46,Good,Weekday,Fall
30817,30818,2016,9,5,1,29,29,2,34,400,87,20.9,1007.3,16.5,0,NE,1,Aotizhongxin,44.75,Good,Weekday,Fall
30818,30819,2016,9,5,2,29,29,2,59,400,83,20.6,1007,16,0,NW,1,Aotizhongxin,50,Good,Weekday,Fall
30819,30820,2016,9,5,3,29,29,2,22,300,97,20,1006.9,15.6,0,NE,1,Aotizhongxin,44.25,Good,Weekday,Fall
30820,30821,2016,9,5,4,30,30,2,31,300,42,19.8,1007,15.9,0,NE,1,Aotizhongxin,33.25,Good,Weekday,Fall
30821,30822,2016,9,5,5,24,24,2,42,400,60,19.9,1007.1,16.1,0,NE,1,Aotizhongxin,37.5,Good,Weekday,Fall
30822,30823,2016,9,5,6,31,36,2,44,400,43,19.3,1007.2,16.7,0,NE,2,Aotizhongxin,38.5,Good,Weekday,Fall
30823,30824,2016,9,5,7,34,34,2,35,400,45,20.5,1007.6,16.7,0,NE,1,Aotizhongxin,37,Good,Weekday,Fall
30824,30825,2016,9,5,8,30,30,2,32,500,55,21.8,1007.5,16.1,0,NE,2,Aotizhongxin,36.75,Good,Weekday,Fall
30825,30826,2016,9,5,9,37,46,2,34,500,62,24.2,1007.4,17.4,0,NE,1,Aotizhongxin,44.75,Good,Weekday,Fall
30826,30827,2016,9,5,10,43,44,2,27,600,84,26.5,1007.3,17.6,0,NE,1,Aotizhongxin,49.5,Good,Weekday,Fall
30827,30828,2016,9,5,11,38,38,4,21,600,97,28.4,1006.8,16,0,SE,1,Aotizhongxin,48.5,Good,Weekday,Fall
30828,30829,2016,9,5,12,29,29,4,21,500,99,29.5,1006.4,14.1,0,N,2,Aotizhongxin,44.5,Good,Weekday,Fall
30829,30830,2016,9,5,13,14,14,2,11,300,103,30.6,1005.8,12.9,0,NW,3,Aotizhongxin,35.5,Good,Weekday,Fall
30830,30831,2016,9,5,14,3,6,2,8,200,104,31.4,1005.3,12.7,0,NW,2,Aotizhongxin,30.25,Good,Weekday,Fall
30831,30832,2016,9,5,15,18,18,2,10,200,104,31.6,1004.6,12.4,0,NW,3,Aotizhongxin,37.5,Good,Weekday,Fall
30832,30833,2016,9,5,16,10,10,2,10,100,105,31.8,1004.4,12.6,0,NE,1,Aotizhongxin,33.75,Good,Weekday,Fall
30833,30834,2016,9,5,17,3,45,2,17,200,101,31.8,1004.4,12.1,0,NW,1,Aotizhongxin,41.5,Good,Weekday,Fall
30834,30835,2016,9,5,18,11,11,2,19,200,100,30,1004.2,13.3,0,NW,1,Aotizhongxin,35.25,Good,Weekday,Fall
30835,30836,2016,9,5,19,18,20,2,34,300,83,26.1,1004.4,16.4,0,SE,0,Aotizhongxin,38.75,Good,Weekday,Fall
30836,30837,2016,9,5,20,33,106,2,40,600,122,27.1,1005.1,16.7,0,W,1,Aotizhongxin,75.25,Moderate,Weekday,Fall
30837,30838,2016,9,5,21,42,82,2,45,700,125,27.8,1005.4,17.3,0,SW,1,Aotizhongxin,73.5,Moderate,Weekday,Fall
30838,30839,2016,9,5,22,42,72,2,42,700,121,27.4,1005.4,17.6,0,SW,1,Aotizhongxin,69.25,Moderate,Weekday,Fall
30839,30840,2016,9,5,23,43,59,2,46,600,102,26.9,1005.3,17.7,0,SW,1,Aotizhongxin,62.5,Moderate,Weekday,Fall
30840,30841,2016,9,6,0,41,58,2,88,800,23,24.1,1005.5,18.1,0,NE,1,Aotizhongxin,52.5,Moderate,Weekend,Fall
30841,30842,2016,9,6,1,48,87,2,85,700,2,22.5,1005.5,17,0,NE,1,Aotizhongxin,55.5,Moderate,Weekend,Fall
30842,30843,2016,9,6,2,28,28,2,61,400,8,21,1005.6,17,0,NE,0,Aotizhongxin,31.25,Good,Weekend,Fall
30843,30844,2016,9,6,3,22,33,2,69,400,2,20.4,1005.6,16.8,0,NE,1,Aotizhongxin,31.5,Good,Weekend,Fall
30844,30845,2016,9,6,4,15,15,2,55,300,7,20.9,1005.4,16.1,0,NE,0,Aotizhongxin,23,Good,Weekend,Fall
30845,30846,2016,9,6,5,16,16,2,56,300,3,20.7,1005.3,15.9,0,NE,1,Aotizhongxin,22.75,Good,Weekend,Fall
30846,30847,2016,9,6,6,15,18,2,51,400,6,20.4,1005.7,15.8,0,NE,1,Aotizhongxin,22.5,Good,Weekend,Fall
30847,30848,2016,9,6,7,18,18,2,54,700,3,21,1005.9,15.8,0,NE,0,Aotizhongxin,23.25,Good,Weekend,Fall
30848,30849,2016,9,6,8,18,25,2,41,400,18,23.2,1005.9,15.8,0,NE,2,Aotizhongxin,25.5,Good,Weekend,Fall
30849,30850,2016,9,6,9,22,37,2,40,400,21,25.5,1005.9,15.2,0,NE,2,Aotizhongxin,30,Good,Weekend,Fall
30850,30851,2016,9,6,10,23,30,3,35,500,34,27.9,1005.8,14.9,0,NE,1,Aotizhongxin,30.5,Good,Weekend,Fall
30851,30852,2016,9,6,11,23,30,3,36,600,44,30.1,1005.3,14.2,0,NW,3,Aotizhongxin,33.25,Good,Weekend,Fall
30852,30853,2016,9,6,12,13,13,6,24,500,61,30.9,1004.7,11.3,0,NW,2,Aotizhongxin,27.75,Good,Weekend,Fall
30853,30854,2016,9,6,13,13,13,4,26,400,62,30.6,1004.3,11,0,NW,2,Aotizhongxin,28.5,Good,Weekend,Fall
30854,30855,2016,9,6,14,35,35,2,23,400,68,30.4,1003.8,9.8,0,NW,2,Aotizhongxin,40.25,Good,Weekend,Fall
30855,30856,2016,9,6,15,3,6,2,21,300,79,31.4,1002.9,8.4,0,NW,2,Aotizhongxin,27.25,Good,Weekend,Fall
30856,30857,2016,9,6,16,3,6,2,13,200,92,31.3,1002.4,7,0,NW,1,Aotizhongxin,28.5,Good,Weekend,Fall
